DEPT,GR,RT,RHO,NPHI
2502.69,37.1412,9.8025,2.1759,0.2656
2503.1258,40.9854,9.7953,2.1604,0.2676
2503.5616,46.1559,9.8859,2.1382,0.2722
2503.9974,52.5794,10.0509,2.1222,0.2799
2504.4332,59.7208,10.2557,2.114,0.293
2504.869,65.8809,10.4821,2.106,0.3307
2505.3048,70.4447,10.712,2.0932,0.3917
2505.7406,74.0607,10.9189,2.0736,0.4172
2506.1764,76.3524,11.039,2.0528,0.4027
2506.6122,77.5223,11.1094,2.0507,0.3892
2507.0480000000002,78.5083,11.1214,2.0577,0.3801
2507.4838,80.0525,11.0213,2.0654,0.3895
2507.9196,82.0018,10.767,2.0716,0.4007
2508.3554,84.3056,10.4054,2.0751,0.3973
2508.7912,86.4809,9.993,2.0755,0.3874
2509.227,88.4628,9.6501,2.0775,0.3832
2509.6628,90.2633,9.36,2.0834,0.4022
2510.0986,92.1672,9.1555,2.0921,0.432
2510.5344,94.3532,9.0111,2.1049,0.4577
2510.9702,96.8103,8.9751,2.0991,0.4668
2511.406,98.98,9.0711,2.0802,0.4524
2511.8418,101.082,9.3102,2.062,0.4282
2512.2776,100.273,9.5792,2.0848,0.4498
2512.7134,96.0809,9.8297,2.112,0.4785
2513.1492,90.702,9.9379,2.1406,0.4664
2513.585,87.6991,9.9542,2.1544,0.4889
2514.0208,76.1713,10.0462,2.1612,0.4875
2514.4566,64.4342,10.2351,2.1664,0.4475
2514.8924,55.7549,10.5294,2.1741,0.396
2515.3282,49.0722,10.9518,2.1883,0.3474
2515.764,42.5549,11.3679,2.2001,0.3173
2516.1998,40.5987,11.734,2.1943,0.312
2516.6356,41.2573,12.083,2.1862,0.3133
2517.0714,42.5382,12.5025,2.1769,0.3002
2517.5072,43.357,13.0001,2.1866,0.2833
2517.943,43.1136,13.5352,2.2044,0.2615
2518.3788,41.7691,13.9219,2.2077,0.2469
2518.8146,43.9821,14.1348,2.1924,0.2532
2519.2504,48.9469,14.0538,2.1632,0.2607
2519.6862,54.6593,13.3035,2.1352,0.2704
2520.122,59.909,12.2321,2.1181,0.2852
2520.5578,64.1324,11.4465,2.1093,0.3074
2520.9936,58.2891,11.1628,2.1123,0.3482
2521.4294,51.8969,11.6302,2.1218,0.3374
2521.8652,46.1093,12.3477,2.1308,0.3168
2522.301,40.3399,13.3996,2.135,0.3237
2522.7368,35.2007,14.4328,2.1333,0.33
2523.1726,34.189,15.3793,2.131,0.336
2523.6084,34.236,16.1754,2.1301,0.3289
2524.0442,33.5158,16.9434,2.1334,0.3163
2524.48,31.9845,17.4823,2.1393,0.2769
2524.9158,30.9435,17.8942,2.1549,0.2527
2525.3516,33.9796,18.065,2.1829,0.2383
2525.7874,38.9714,17.9933,2.2011,0.2423
2526.2232,43.7597,17.5566,2.1617,0.2508
2526.659,47.3708,17.0354,2.1409,0.2693
2527.0948,49.3439,16.5403,2.1464,0.3069
2527.5306,49.2945,16.2352,2.1543,0.3403
2527.9664,47.4937,16.0901,2.159,0.3023
2528.4022,44.589,15.996,2.1598,0.2833
2528.838,41.8565,15.9752,2.1596,0.2696
2529.2738,39.3814,15.9637,2.1682,0.2503
2529.7096,37.5774,16.0002,2.1703,0.2503
2530.1454,35.6316,16.1809,2.1682,0.2657
2530.5812,33.9507,16.3519,2.1661,0.2825
2531.017,33.3798,16.535,2.1658,0.301
2531.4528,33.5581,16.7212,2.1689,0.3143
2531.8886,33.7239,16.8362,2.1673,0.3083
2532.3244,33.6685,16.8772,2.1607,0.296
2532.7602,32.7772,16.8397,2.1525,0.2852
2533.196,32.3695,16.7495,2.1432,0.2735
2533.6318,32.6493,16.6861,2.1339,0.2641
2534.0676,33.4716,16.6592,2.1252,0.2596
2534.5034,34.542,16.866,2.1162,0.2606
2534.9392,35.4233,17.275,2.1174,0.2699
2535.375,35.7088,17.6538,2.1223,0.2792
2535.8108,35.1927,17.8923,2.1203,0.2948
2536.2466,33.8877,17.9157,2.1151,0.3141
2536.6824,32.0588,17.5588,2.1074,0.3321
2537.1182,30.3134,16.5592,2.0998,0.3235
2537.554,29.8705,15.281,2.0933,0.3082
2537.9898,31.9298,14.2275,2.0879,0.2933
2538.4256,35.1358,13.4551,2.0834,0.2826
2538.8614000000002,43.3757,12.8254,2.0793,0.2861
2539.2972,58.2198,12.3455,2.0744,0.2994
2539.733,69.0968,12.0231,2.07,0.3281
2540.1688,78.66,11.9488,2.0664,0.3475
2540.6046,85.575,12.327,2.0644,0.367
2541.0404,90.2917,12.846,2.0621,0.3852
2541.4762,93.0556,13.4061,2.0603,0.3848
2541.912,92.8117,13.9533,2.0589,0.3769
2542.3478,90.2984,14.4751,2.0586,0.3688
2542.7836,84.5969,14.8351,2.0604,0.359
2543.2194,77.3494,14.9747,2.0685,0.3527
2543.6552,68.6369,14.6337,2.0774,0.3503
2544.091,59.0179,14.2329,2.0754,0.3521
2544.5268,51.5756,13.8578,2.0721,0.354
2544.9626,48.9659,13.6024,2.0697,0.3557
2545.3984,47.5259,13.491,2.0688,0.3565
2545.8342,48.2034,13.4616,2.0693,0.3559
2546.27,50.7495,13.4816,2.0717,0.3553
2546.7058,53.4097,13.6368,2.0745,0.3186
2547.1416,55.5795,13.753,2.078,0.3134
